,año,tipo institucion,institucion,area,carrera,modalidad,jornada,cantidad
7989,2020,Centros de Formación Técnica,CFT LOTA-ARAUCO,Servicios,GESTION PORTUARIA Y PESQUERA,Presencial,Diurno,29
7990,2020,Centros de Formación Técnica,CFT LOTA-ARAUCO,Servicios,GESTION TURISTICA,Presencial,Diurno,17
7991,2020,Centros de Formación Técnica,CFT LOTA-ARAUCO,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,34
7992,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS O COMERCIO EXTERIOR O GESTION DEL CAPITAL HUMANO,No Presencial,A Distancia,1
7993,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS O COMERCIO EXTERIOR O GESTION DEL CAPITAL HUMANO,Presencial,Diurno,3
7994,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS O COMERCIO EXTERIOR O GESTION DEL CAPITAL HUMANO,Presencial,Vespertino,31
7995,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO BILINGÜE,Presencial,Diurno,30
7996,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO BILINGÜE,Presencial,Vespertino,3
7997,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO BILINGÜE,Semipresencial,Semipresencial,2
7998,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO BILINGÜE O ASISTENTE EJECUTIVO Y DE GESTION,Presencial,Diurno,24
7999,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO BILINGÜE O ASISTENTE EJECUTIVO Y DE GESTION,Presencial,Vespertino,38
8000,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",ASISTENTE EJECUTIVO Y DE GESTION,Semipresencial,Semipresencial,1
8001,2020,Centros de Formación Técnica,CFT MANPOWER,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD Y ANALISIS FINANCIERO,Presencial,Vespertino,1
8002,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,7
8003,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,Presencial,Diurno,1
8004,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,Educación,TECNICO DE NIVEL SUPERIOR EN PARVULOS Y PRIMER CICLO BASICO,Presencial,Diurno,26
8005,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,Educación,TECNICO DE NIVEL SUPERIOR EN PARVULOS Y PRIMER CICLO BASICO,Presencial,Vespertino,22
8006,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Vespertino,4
8007,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,2
8008,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Vespertino,3
8009,2020,Centros de Formación Técnica,CFT MASSACHUSETTS,Servicios,PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial,Vespertino,1
8010,2020,Centros de Formación Técnica,CFT PROANDES,Ciencias,ANALISTA PROGRAMADOR,Presencial,Vespertino,1
8011,2020,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Diurno,4
8012,2020,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,15
8013,2020,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN GESTION DE RECURSOS HUMANOS,Presencial,Diurno,20
8014,2020,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN GESTION DE RECURSOS HUMANOS,Presencial,Vespertino,10
8015,2020,Centros de Formación Técnica,CFT PROANDES,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN OPERACIONES LOGISTICA,Presencial,Vespertino,19
8016,2020,Centros de Formación Técnica,CFT PROANDES,Educación,TECNICO EN EDUCACION DE PARVULOS,Presencial,Diurno,23
8017,2020,Centros de Formación Técnica,CFT PROANDES,Educación,TECNICO EN EDUCACION DE PARVULOS,Presencial,Vespertino,20
8018,2020,Centros de Formación Técnica,CFT PROANDES,Educación,TECNICO EN EDUCACION DIFERENCIAL,Presencial,Diurno,5
8019,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Diurno,12
8020,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCION,Presencial,Vespertino,53
8021,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD Y ELECTRONICA,Presencial,Diurno,5
8022,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN ELECTRICIDAD Y ELECTRONICA,Presencial,Vespertino,21
8023,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción","TECNICO EN ELECTRICIDAD Y ELECTRONICA, CON ESPECIALIZACION EN FOTOVOLTAICO",Presencial,Vespertino,1
8024,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN FABRICACION Y MONTAJE INDUSTRIAL,Presencial,Diurno,8
8025,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN FABRICACION Y MONTAJE INDUSTRIAL,Presencial,Vespertino,13
8026,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN INSTALACIONES FOTOVOLTAICAS Y TERMICAS,Presencial,Vespertino,2
8027,2020,Centros de Formación Técnica,CFT PROANDES,"Ingeniería, Industria y Construcción",TECNICO EN TOPOGRAFIA Y GEOMENSURA,Presencial,Vespertino,8
8028,2020,Centros de Formación Técnica,CFT PROANDES,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,13
8029,2020,Centros de Formación Técnica,CFT PROANDES,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Diurno,16
8030,2020,Centros de Formación Técnica,CFT PROANDES,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Vespertino,11
8031,2020,Centros de Formación Técnica,CFT PRODATA,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Vespertino,1
8032,2020,Centros de Formación Técnica,CFT PROFASOC,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Presencial,Diurno,2
8033,2020,Centros de Formación Técnica,CFT PROFASOC,Educación,TECNICO DE NIVEL SUPERIOR EN ATENCION DE PARVULOS Y ESTUDIANTES DE PRIMER CICLO BASICO CON MENCION EN APOYO A LAS NECESIDADES EDUCATIVAS ESPECIALES TRANSITORIAS,Presencial,Diurno,2
8034,2020,Centros de Formación Técnica,CFT PROFASOC,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial,Diurno,6
8035,2020,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",CONSTRUCCION,Presencial,Vespertino,1
8036,2020,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",CONTROL DE ALIMENTOS,Presencial,Vespertino,1
8037,2020,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",ELECTRICIDAD,Presencial,Vespertino,10
8038,2020,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",OPERACIONES MINERAS,Presencial,Diurno,6
8039,2020,Centros de Formación Técnica,CFT PUCV,"Ingeniería, Industria y Construcción",OPERACIONES MINERAS,Presencial,Vespertino,9
8040,2020,Centros de Formación Técnica,CFT PUCV,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,1
8041,2020,Centros de Formación Técnica,CFT PUCV,Servicios,PREVENCION DE RIESGOS INDUSTRIALES,Presencial,Diurno,9
8042,2020,Centros de Formación Técnica,CFT PUCV,Servicios,PREVENCION DE RIESGOS INDUSTRIALES,Presencial,Vespertino,4
8043,2020,Centros de Formación Técnica,CFT PUCV,Servicios,TURISMO Y HOTELERIA,Presencial,Diurno,3
8044,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Agricultura,TECNICO AGRICOLA,Presencial,Diurno,51
8045,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Agricultura,TECNICO AGRICOLA,Presencial,Vespertino,53
8046,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Ciencias,ANALISTA PROGRAMADOR,Presencial,Diurno,27
8047,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Ciencias,ANALISTA PROGRAMADOR,Presencial,Vespertino,12
8048,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Diurno,61
8049,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,90
8050,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Diurno,16
8051,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,27
8052,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Educación,TECNICO EN PARVULOS Y BASICA,Presencial,Diurno,170
8053,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Educación,TECNICO EN PARVULOS Y BASICA,Presencial,Vespertino,126
8054,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial,Diurno,19
8055,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial,Vespertino,31
8056,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN EXPLOTACION MINERA,Presencial,Diurno,2
8057,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN MANTENCION DE MAQUINARIA PESADA,Presencial,Vespertino,9
8058,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Presencial,Diurno,19
8059,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Presencial,Vespertino,21
8060,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN OBRAS CIVILES,Presencial,Diurno,44
8061,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN OBRAS CIVILES,Presencial,Vespertino,51
8062,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN PROCESOS Y CONTROLES DE CALIDAD ALIMENTARIA,Presencial,Diurno,15
8063,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN PROCESOS Y CONTROLES DE CALIDAD ALIMENTARIA,Presencial,Vespertino,17
8064,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN REDES ELECTRICAS,Presencial,Diurno,15
8065,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN REDES ELECTRICAS,Presencial,Vespertino,27
8066,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TECNICO EN VINICULTURA,Presencial,Diurno,11
8067,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TOPOGRAFIA,Presencial,Diurno,1
8068,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,"Ingeniería, Industria y Construcción",TOPOGRAFIA,Presencial,Vespertino,19
8069,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,186
8070,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Salud y Servicios Sociales,TECNICO EN ODONTOLOGIA,Presencial,Diurno,112
8071,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Diurno,120
8072,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Salud y Servicios Sociales,TECNICO EN TRABAJO SOCIAL,Presencial,Vespertino,99
8073,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,7
8074,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,17
8075,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Servicios,TECNICO EN TURISMO,Presencial,Diurno,16
8076,2020,Centros de Formación Técnica,CFT SAN AGUSTIN,Servicios,TECNICO EN TURISMO,Presencial,Vespertino,5
8077,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO AGRICOLA,Presencial,Diurno,98
8078,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO AGRICOLA,Presencial,Vespertino,60
8079,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO AGRICOLA Y GANADERO,Presencial,Diurno,37
8080,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO EN PRODUCCION ACUICOLA,Presencial,Diurno,7
8081,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO EN PRODUCCION ACUICOLA,Presencial,Vespertino,9
8082,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial,Diurno,91
8083,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Agricultura,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial,Vespertino,2
8084,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Ciencias,TECNICO EN ANALISIS QUIMICO,Presencial,Diurno,12
8085,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",AGENTE DE VENTAS MENCION VISITADOR MEDICO,Presencial,Diurno,24
8086,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",AGENTE DE VENTAS MENCION VISITADOR MEDICO,Presencial,Vespertino,3
8087,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Diurno,20
8088,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,84
8089,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION,Presencial,Diurno,176
8090,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION,Presencial,Vespertino,314
8091,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial,Diurno,39
8092,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial,Vespertino,148
8093,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN ADMINISTRACION LOGISTICA,Presencial,Vespertino,90
8094,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN COMERCIO EXTERIOR,Presencial,Vespertino,12
8095,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO EN REGISTROS Y ESTADISTICAS DE SALUD,Presencial,Diurno,2
8096,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,Presencial,Diurno,45
8097,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO JURIDICO,Presencial,Vespertino,26
8098,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Educación,TECNICO EN EDUCACION ESPECIAL,Presencial,Diurno,519
8099,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Educación,TECNICO EN EDUCACION ESPECIAL,Presencial,Vespertino,32
8100,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Educación,TECNICO EN EDUCACION PARVULARIA,Presencial,Diurno,470
8101,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Educación,TECNICO EN EDUCACION PARVULARIA,Presencial,Vespertino,34
8102,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Humanidades y Artes,TECNICO EN COMUNICACION AUDIOVISUAL DIGITAL,Presencial,Diurno,3
8103,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCIONES CIVILES,Presencial,Diurno,38
8104,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ingeniería, Industria y Construcción",TECNICO EN CONSTRUCCIONES CIVILES,Presencial,Vespertino,102
8105,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ingeniería, Industria y Construcción",TOPOGRAFIA,Presencial,Diurno,10
8106,2020,Centros de Formación Técnica,CFT SANTO TOMAS,"Ingeniería, Industria y Construcción",TOPOGRAFIA,Presencial,Vespertino,55
8107,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,LABORATORISTA DENTAL,Presencial,Diurno,48
8108,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Diurno,870
8109,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA,Presencial,Vespertino,182
8110,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA (PROGRAMA ESPECIAL),Presencial,Diurno,3
8111,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA (PROGRAMA ESPECIAL),Presencial,Vespertino,13
8112,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA GINECO-OBSTETRICA Y NEONATAL,Presencial,Diurno,83
8113,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA GINECO-OBSTETRICA Y NEONATAL,Presencial,Vespertino,6
8114,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA MENCION TERAPIAS COMPLEMENTARIAS,Presencial,Diurno,32
8115,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA MENCION TERAPIAS COMPLEMENTARIAS,Presencial,Vespertino,8
8116,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ENFERMERIA Y PROCEDIMIENTOS DE APOYO A LA REHABILITACION,Presencial,Diurno,19
8117,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN FARMACIA,Presencial,Diurno,4
8118,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN FARMACIA,Presencial,Vespertino,5
8119,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN LABORATORIO CLINICO BANCO DE SANGRE E IMAGENOLOGIA,Presencial,Diurno,88
8120,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial,Diurno,120
8121,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN PODOLOGIA CLINICA,Presencial,Diurno,41
8122,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Salud y Servicios Sociales,TECNICO EN PODOLOGIA CLINICA,Presencial,Vespertino,39
8123,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,COCINA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial,Diurno,61
8124,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial,Diurno,9
8125,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial,Vespertino,4
8126,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,PREPARADOR FISICO,Presencial,Diurno,163
8127,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,PREPARADOR FISICO,Presencial,Vespertino,27
8128,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,PREVENCION DE RIESGOS,Presencial,Diurno,29
8129,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,PREVENCION DE RIESGOS,Presencial,Vespertino,53
8130,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,SERVICIOS AEROCOMERCIALES Y TRANSPORTES TURISTICOS,Presencial,Diurno,24
8131,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,TECNICO EN HOTELERIA Y TURISMO,Presencial,Diurno,18
8132,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,TECNICO EN HOTELERIA Y TURISMO,Presencial,Vespertino,13
8133,2020,Centros de Formación Técnica,CFT SANTO TOMAS,Servicios,TURISMO AVENTURA,Presencial,Diurno,19
8134,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Agricultura,TECNICO DE NIVEL SUPERIOR EN GESTION AGROPECUARIA,Presencial,Vespertino,20
8135,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Ciencias,TECNICO DE NIVEL SUPERIOR EN INFORMATICA,Presencial,Diurno,3
8136,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Presencial,Diurno,2
8137,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,"Ciencias Sociales, Enseñanza Comercial y Derecho",TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Presencial,Vespertino,5
8138,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial,Diurno,31
8139,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Educación,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial,Vespertino,12
8140,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,"Ingeniería, Industria y Construcción",INDUSTRIAS AGROALIMENTARIAS (MODULOS),Presencial,Vespertino,5
8141,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,"Ingeniería, Industria y Construcción","TECNICO DE NIVEL SUPERIOR EN CONTROL, INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL",Presencial,Diurno,13
8142,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial,Diurno,46
8143,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Salud y Servicios Sociales,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial,Vespertino,30
8144,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Salud y Servicios Sociales,TECNICO EN PSICOEDUCACION Y EDUCACION SOCIAL,Presencial,Diurno,8
8145,2020,Centros de Formación Técnica,CFT TEODORO WICKEL KLUWEN,Servicios,TECNICO DE NIVEL SUPERIOR EN PREPARACION FISICA PARA EL DEPORTE Y LA VIDA SALUDABLE,Presencial,Vespertino,7
8146,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION CONTROL DE GESTION,Presencial,Diurno,14
8147,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION GESTION DE RECURSOS HUMANOS,Presencial,Diurno,13
8148,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION GESTION DE RECURSOS HUMANOS,Presencial,Vespertino,8
8149,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION DE EMPRESAS MENCION GESTION FINANCIERA,Presencial,Vespertino,11
8150,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",ADMINISTRACION JURIDICA,Presencial,Vespertino,9
8151,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",COMERCIO EXTERIOR,Presencial,Vespertino,21
8152,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD FINANCIERA,Presencial,Vespertino,14
8153,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",CONTABILIDAD GENERAL,Presencial,Vespertino,1
8154,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",GESTION PUBLICA,Presencial,Vespertino,19
8155,2020,Centros de Formación Técnica,CFT UV,"Ciencias Sociales, Enseñanza Comercial y Derecho",LOGISTICA,Presencial,Diurno,14
